name,type_of_meteorite,mass_g,fell_found,year,database,coordinate_1,coordinates_2,cartodb_id,created_at,updated_at,year_date,long,lat,geojson
Cistercian Abbey of Fontenay,Cultural,5,fell,1981,http://whc.unesco.org/en/list/?&delisted=1,47.63944,4.38911,165,56:02.8,11:51.9,1/1/1981,4.38911,47.63944,{"type":"Point","coordinates":[4.38911,47.63944]} 
From the Great Saltworks of SalinslesBains to the Royal Saltworks of ArcetSenans the Production of Openpan Salt ,Cultural,10,fell,1982,http://whc.unesco.org/en/list/?&delisted=1,46.9375,5.876388889,203,56:02.8,11:51.9,1/1/1982,5.876388889,46.9375,{"type":"Point","coordinates":[5.876388889,46.9375]} 
Historic Centre of Avignon Papal Palace Episcopal Ensemble and Avignon Bridge,Cultural,8,fell,1995,http://whc.unesco.org/en/list/?&delisted=1,43.95277778,4.806111111,228,56:02.8,11:51.9,1/1/1995,4.806111111,43.95277778,{"type":"Point","coordinates":[4.806111111,43.95277778]} 
Place Stanislas Place de la Carrière and Place dAlliance in Nancy,Cultural,1,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,48.69361111,6.183333333,229,56:02.8,11:51.9,1/1/1983,6.183333333,48.69361111,{"type":"Point","coordinates":[6.183333333,48.69361111]} 
Abbey Church of SaintSavin sur Gartempe,Cultural,1,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,46.56472,0.86611,230,56:02.8,11:51.9,1/1/1983,0.86611,46.56472,{"type":"Point","coordinates":[0.86611,46.56472]} 
Gulf of Porto Calanche of Piana Gulf of Girolata Scandola Reserve,Natural,11800,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,42.32519444,8.628833333,258,56:02.8,11:51.9,1/1/1983,8.628833333,42.32519444,{"type":"Point","coordinates":[8.628833333,42.32519444]} 
Pont du Gard Roman Aqueduct,Cultural,1,fell,1985,http://whc.unesco.org/en/list/?&delisted=1,43.94722222,4.535277778,344,56:02.8,11:51.9,1/1/1985,4.535277778,43.94722222,{"type":"Point","coordinates":[4.535277778,43.94722222]} 
Historic Fortified City of Carcassonne,Cultural,11,fell,1997,http://whc.unesco.org/en/list/?&delisted=1,43.21055556,2.358888889,345,56:02.8,11:51.9,1/1/1997,2.358888889,43.21055556,{"type":"Point","coordinates":[2.358888889,43.21055556]} 
Strasbourg – Grande île,Cultural,94,fell,1988,http://whc.unesco.org/en/list/?&delisted=1,48.58138889,7.73,495,56:02.8,11:51.9,1/1/1988,7.73,48.58138889,{"type":"Point","coordinates":[7.73,48.58138889]} 
Paris Banks of the Seine,Cultural,365,fell,1991,http://whc.unesco.org/en/list/?&delisted=1,48.85833333,2.294166667,600,56:02.8,11:51.9,1/1/1991,2.294166667,48.85833333,{"type":"Point","coordinates":[2.294166667,48.85833333]} 
Cathedral of NotreDame Former Abbey of SaintRémi and Palace of Tau Reims,Cultural,4,fell,1991,http://whc.unesco.org/en/list/?&delisted=1,49.25333333,4.032777778,601,56:02.8,11:51.9,1/1/1991,4.032777778,49.25333333,{"type":"Point","coordinates":[4.032777778,49.25333333]} 
Bourges Cathedral,Cultural,1,fell,1992,http://whc.unesco.org/en/list/?&delisted=1,47.08222222,2.398333333,635,56:02.8,11:51.9,1/1/1992,2.398333333,47.08222222,{"type":"Point","coordinates":[2.398333333,47.08222222]} 
Canal du Midi,Cultural,1172,fell,1996,http://whc.unesco.org/en/list/?&delisted=1,43.61138889,1.416388889,770,56:02.8,11:51.9,1/1/1996,1.416388889,43.61138889,{"type":"Point","coordinates":[1.416388889,43.61138889]} 
Routes of Santiago de Compostela in France,Cultural,1,fell,1998,http://whc.unesco.org/en/list/?&delisted=1,45.18405556,0.722944444,868,56:02.8,11:51.9,1/1/1998,0.722944444,45.18405556,{"type":"Point","coordinates":[0.722944444,45.18405556]} 
Historic Site of Lyons,Cultural,427,fell,1998,http://whc.unesco.org/en/list/?&delisted=1,45.76722,4.83333,872,56:02.8,11:51.9,1/1/1998,4.83333,45.76722,{"type":"Point","coordinates":[4.83333,45.76722]} 
Provins Town of Medieval Fairs,Cultural,108,fell,2001,http://whc.unesco.org/en/list/?&delisted=1,48.55972222,3.298888889,873,56:02.8,11:51.9,1/1/2001,3.298888889,48.55972222,{"type":"Point","coordinates":[3.298888889,48.55972222]} 
Jurisdiction of SaintEmilion,Cultural,7847,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,44.89472222,-0.155277778,932,56:02.8,11:51.9,1/1/1999,-0.155277778,44.89472222,{"type":"Point","coordinates":[-0.155277778,44.89472222]} 
The Loire Valley between SullysurLoire and Chalonnes,Cultural,85394,fell,2000,http://whc.unesco.org/en/list/?&delisted=1,47.39889,0.70278,933,56:02.8,11:51.9,1/1/2000,0.70278,47.39889,{"type":"Point","coordinates":[0.70278,47.39889]} 
Lagoons of New Caledonia Reef Diversity and Associated Ecosystems,Natural,1574300,fell,2008,http://whc.unesco.org/en/list/?&delisted=1,-20.41194444,164.5663889,1115,56:02.8,11:51.9,1/1/2008,164.5663889,-20.41194444,{"type":"Point","coordinates":[164.5663889,-20.41194444]} 
The Causses and the Cévennes Mediterranean agropastoral Cultural Landscape,Cultural,302319,fell,2011,http://whc.unesco.org/en/list/?&delisted=1,44.22027778,3.473055556,1153,56:02.8,11:51.9,1/1/2011,3.473055556,44.22027778,{"type":"Point","coordinates":[3.473055556,44.22027778]} 
Le Havre the City Rebuilt by Auguste Perret,Cultural,133,fell,2005,http://whc.unesco.org/en/list/?&delisted=1,49.49278,0.1075,1181,56:02.8,11:51.9,1/1/2005,0.1075,49.49278,{"type":"Point","coordinates":[0.1075,49.49278]} 
Bordeaux Port of the Moon,Cultural,1731,fell,2007,http://whc.unesco.org/en/list/?&delisted=1,44.83888889,-0.572222222,1256,56:02.8,11:51.9,1/1/2007,-0.572222222,44.83888889,{"type":"Point","coordinates":[-0.572222222,44.83888889]} 
Fortifications of Vauban,Cultural,1153,fell,2008,http://whc.unesco.org/en/list/?&delisted=1,50.2825,2.758888889,1283,56:02.8,11:51.9,1/1/2008,2.758888889,50.2825,{"type":"Point","coordinates":[2.758888889,50.2825]} 
Pitons cirques and remparts of Reunion Island,Natural,105838,fell,2010,http://whc.unesco.org/en/list/?&delisted=1,-21.09944444,55.48,1317,56:02.8,11:51.9,1/1/2010,55.48,-21.09944444,{"type":"Point","coordinates":[55.48,-21.09944444]} 
Episcopal City of Albi,Cultural,19,fell,2010,http://whc.unesco.org/en/list/?&delisted=1,43.92833333,2.1425,1337,56:02.8,11:51.9,1/1/2010,2.1425,43.92833333,{"type":"Point","coordinates":[2.1425,43.92833333]} 
NordPas de Calais Mining Basin,Cultural,3943,fell,2012,http://whc.unesco.org/en/list/?&delisted=1,50.4625,3.546111111,1360,56:02.8,11:51.9,1/1/2012,3.546111111,50.4625,{"type":"Point","coordinates":[3.546111111,50.4625]} 
Climats terroirs of Burgundy,Cultural,13219,fell,2015,http://whc.unesco.org/en/list/?&delisted=1,47.05805556,4.864444444,1425,56:02.8,11:51.9,1/1/2015,4.864444444,47.05805556,{"type":"Point","coordinates":[4.864444444,47.05805556]} 
Decorated Cave of Pont d’Arc known as Grotte ChauvetPont d’Arc Ardèche,Cultural,9,fell,2014,http://whc.unesco.org/en/list/?&delisted=1,44.3875,4.416111111,1426,56:02.8,11:51.9,1/1/2014,4.416111111,44.3875,{"type":"Point","coordinates":[4.416111111,44.3875]} 
Champagne Hillsides Houses and Cellars,Cultural,1101,fell,2015,http://whc.unesco.org/en/list/?&delisted=1,49.0775,3.946111111,1465,56:02.8,11:51.9,1/1/2015,3.946111111,49.0775,{"type":"Point","coordinates":[3.946111111,49.0775]} 
Ecosystem and Relict Cultural Landscape of LopéOkanda,Mixed,491291,fell,2007,http://whc.unesco.org/en/list/?&delisted=1,-0.5,11.5,1147,56:02.8,11:51.9,1/1/2007,11.5,-0.5,{"type":"Point","coordinates":[11.5,-0.5]} 
Kunta Kinteh Island and Related Sites,Cultural,7,fell,2003,http://whc.unesco.org/en/list/?&delisted=1,13.31616667,-16.35719444,761,56:02.8,11:51.9,1/1/2003,-16.35719444,13.31616667,{"type":"Point","coordinates":[-16.35719444,13.31616667]} 
Historical Monuments of Mtskheta,Cultural,3,fell,1994,http://whc.unesco.org/en/list/?&delisted=1,41.84389,44.71639,708,56:02.8,11:51.9,1/1/1994,44.71639,41.84389,{"type":"Point","coordinates":[44.71639,41.84389]} 
Upper Svaneti,Cultural,1,fell,1996,http://whc.unesco.org/en/list/?&delisted=1,42.91639,43.01139,709,56:02.8,11:51.9,1/1/1996,43.01139,42.91639,{"type":"Point","coordinates":[43.01139,42.91639]} 
Bagrati Cathedral and Gelati Monastery,Cultural,7,fell,1994,http://whc.unesco.org/en/list/?&delisted=1,42.26222,42.71639,710,56:02.8,11:51.9,1/1/1994,42.71639,42.26222,{"type":"Point","coordinates":[42.71639,42.26222]} 
Aachen Cathedral ,Cultural,1,fell,1978,http://whc.unesco.org/en/list/?&delisted=1,50.77444444,6.084444444,3,56:02.8,11:51.9,1/1/1978,6.084444444,50.77444444,{"type":"Point","coordinates":[6.084444444,50.77444444]} 
Speyer Cathedral,Cultural,1,fell,1981,http://whc.unesco.org/en/list/?&delisted=1,49.31666667,8.443055556,168,56:02.8,11:51.9,1/1/1981,8.443055556,49.31666667,{"type":"Point","coordinates":[8.443055556,49.31666667]} 
Würzburg Residence with the Court Gardens and Residence Square,Cultural,14,fell,1981,http://whc.unesco.org/en/list/?&delisted=1,49.79278,9.93889,169,56:02.8,11:51.9,1/1/1981,9.93889,49.79278,{"type":"Point","coordinates":[9.93889,49.79278]} 
St Marys Cathedral and St Michaels Church at Hildesheim,Cultural,1,fell,1985,http://whc.unesco.org/en/list/?&delisted=1,52.15278,9.94389,187,56:02.8,11:51.9,1/1/1985,9.94389,52.15278,{"type":"Point","coordinates":[9.94389,52.15278]} 
Pilgrimage Church of Wies,Cultural,1,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,47.68127778,10.90013889,271,56:02.8,11:51.9,1/1/1983,10.90013889,47.68127778,{"type":"Point","coordinates":[10.90013889,47.68127778]} 
Hanseatic City of Lübeck,Cultural,81,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,53.86667,10.69167,272,56:02.8,11:51.9,1/1/1987,10.69167,53.86667,{"type":"Point","coordinates":[10.69167,53.86667]} 
Castles of Augustusburg and Falkenlust at Brühl,Cultural,89,fell,1984,http://whc.unesco.org/en/list/?&delisted=1,50.82502778,6.909777778,288,56:02.8,11:51.9,1/1/1984,6.909777778,50.82502778,{"type":"Point","coordinates":[6.909777778,50.82502778]} 
Cologne Cathedral,Cultural,1,fell,1996,http://whc.unesco.org/en/list/?&delisted=1,50.94111111,6.957222222,292,56:02.8,11:51.9,1/1/1996,6.957222222,50.94111111,{"type":"Point","coordinates":[6.957222222,50.94111111]} 
Roman Monuments Cathedral of St Peter and Church of Our Lady in Trier,Cultural,1,fell,1986,http://whc.unesco.org/en/list/?&delisted=1,49.75,6.633333333,367,56:02.8,11:51.9,1/1/1986,6.633333333,49.75,{"type":"Point","coordinates":[6.633333333,49.75]} 
Abbey and Altenmünster of Lorsch,Cultural,3,fell,1991,http://whc.unesco.org/en/list/?&delisted=1,49.65369,8.56858,515,56:02.8,11:51.9,1/1/1991,8.56858,49.65369,{"type":"Point","coordinates":[8.56858,49.65369]} 
Palaces and Parks of Potsdam and Berlin,Cultural,2064,fell,1990,http://whc.unesco.org/en/list/?&delisted=1,52.4,13.03333333,532,56:02.8,11:51.9,1/1/1990,13.03333333,52.4,{"type":"Point","coordinates":[13.03333333,52.4]} 
Garden Kingdom of DessauWörlitz,Cultural,14500,fell,2000,http://whc.unesco.org/en/list/?&delisted=1,51.8425,12.42083,534,56:02.8,11:51.9,1/1/2000,12.42083,51.8425,{"type":"Point","coordinates":[12.42083,51.8425]} 
Collegiate Church Castle and Old Town of Quedlinburg,Cultural,90,fell,1994,http://whc.unesco.org/en/list/?&delisted=1,51.78333,11.15,535,56:02.8,11:51.9,1/1/1994,11.15,51.78333,{"type":"Point","coordinates":[11.15,51.78333]} 
Maulbronn Monastery Complex,Cultural,1,fell,1993,http://whc.unesco.org/en/list/?&delisted=1,49.00083,8.81306,546,56:02.8,11:51.9,1/1/1993,8.81306,49.00083,{"type":"Point","coordinates":[8.81306,49.00083]} 
Mines of Rammelsberg Historic Town of Goslar and Upper Harz Water Management  System,Cultural,1009,fell,1992,http://whc.unesco.org/en/list/?&delisted=1,51.82,10.34,623,56:02.8,11:51.9,1/1/1992,10.34,51.82,{"type":"Point","coordinates":[10.34,51.82]} 
Town of Bamberg,Cultural,142,fell,1993,http://whc.unesco.org/en/list/?&delisted=1,49.89166667,10.88888889,624,56:02.8,11:51.9,1/1/1993,10.88888889,49.89166667,{"type":"Point","coordinates":[10.88888889,49.89166667]} 
Völklingen Ironworks,Cultural,6,fell,1994,http://whc.unesco.org/en/list/?&delisted=1,49.24444,6.85,687,56:02.8,11:51.9,1/1/1994,6.85,49.24444,{"type":"Point","coordinates":[6.85,49.24444]} 
Messel Pit Fossil Site,Natural,42,fell,1995,http://whc.unesco.org/en/list/?&delisted=1,49.91667,8.75389,720,56:02.8,11:51.9,1/1/1995,8.75389,49.91667,{"type":"Point","coordinates":[8.75389,49.91667]} 
Bauhaus and its Sites in Weimar and Dessau,Cultural,1,fell,1996,http://whc.unesco.org/en/list/?&delisted=1,50.97477,11.32949,729,56:02.8,11:51.9,1/1/1996,11.32949,50.97477,{"type":"Point","coordinates":[11.32949,50.97477]} 
Luther Memorials in Eisleben and Wittenberg,Cultural,1,fell,1996,http://whc.unesco.org/en/list/?&delisted=1,51.86472,12.65278,783,56:02.8,11:51.9,1/1/1996,12.65278,51.86472,{"type":"Point","coordinates":[12.65278,51.86472]} 
Classical Weimar,Cultural,1,fell,1998,http://whc.unesco.org/en/list/?&delisted=1,50.9775,11.32861,846,56:02.8,11:51.9,1/1/1998,11.32861,50.9775,{"type":"Point","coordinates":[11.32861,50.9775]} 
Museumsinsel Museum Island Berlin,Cultural,8,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,52.51972222,13.39861111,896,56:02.8,11:51.9,1/1/1999,13.39861111,52.51972222,{"type":"Point","coordinates":[13.39861111,52.51972222]} 
Wartburg Castle,Cultural,1,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,50.96677778,10.307,897,56:02.8,11:51.9,1/1/1999,10.307,50.96677778,{"type":"Point","coordinates":[10.307,50.96677778]} 
Monastic Island of Reichenau,Cultural,1,fell,2000,http://whc.unesco.org/en/list/?&delisted=1,47.69872222,9.061305556,974,56:02.8,11:51.9,1/1/2000,9.061305556,47.69872222,{"type":"Point","coordinates":[9.061305556,47.69872222]} 
Zollverein Coal Mine Industrial Complex in Essen,Cultural,1,fell,2001,http://whc.unesco.org/en/list/?&delisted=1,51.49138889,7.046111111,975,56:02.8,11:51.9,1/1/2001,7.046111111,51.49138889,{"type":"Point","coordinates":[7.046111111,51.49138889]} 
Upper Middle Rhine Valley,Cultural,27250,fell,2002,http://whc.unesco.org/en/list/?&delisted=1,50.17361111,7.694166667,1066,56:02.8,11:51.9,1/1/2002,7.694166667,50.17361111,{"type":"Point","coordinates":[7.694166667,50.17361111]} 
Historic Centres of Stralsund and Wismar,Cultural,168,fell,2002,http://whc.unesco.org/en/list/?&delisted=1,54.3025,13.08527778,1067,56:02.8,11:51.9,1/1/2002,13.08527778,54.3025,{"type":"Point","coordinates":[13.08527778,54.3025]} 
Town Hall and Roland on the Marketplace of Bremen,Cultural,1,fell,2004,http://whc.unesco.org/en/list/?&delisted=1,53.07597222,8.807472222,1087,56:02.8,11:51.9,1/1/2004,8.807472222,53.07597222,{"type":"Point","coordinates":[8.807472222,53.07597222]} 
Old town of Regensburg with Stadtamhof,Cultural,182,fell,2006,http://whc.unesco.org/en/list/?&delisted=1,49.02055556,12.09916667,1155,56:02.8,11:51.9,1/1/2006,12.09916667,49.02055556,{"type":"Point","coordinates":[12.09916667,49.02055556]} 
Berlin Modernism Housing Estates,Cultural,88,fell,2008,http://whc.unesco.org/en/list/?&delisted=1,52.44833333,13.45,1239,56:02.8,11:51.9,1/1/2008,13.45,52.44833333,{"type":"Point","coordinates":[13.45,52.44833333]} 
Fagus Factory in Alfeld,Cultural,1,fell,2011,http://whc.unesco.org/en/list/?&delisted=1,51.98361111,9.811111111,1368,56:02.8,11:51.9,1/1/2011,9.811111111,51.98361111,{"type":"Point","coordinates":[9.811111111,51.98361111]} 
Margravial Opera House Bayreuth,Cultural,1,fell,2012,http://whc.unesco.org/en/list/?&delisted=1,49.94444444,11.57861111,1379,56:02.8,11:51.9,1/1/2012,11.57861111,49.94444444,{"type":"Point","coordinates":[11.57861111,49.94444444]} 
Bergpark Wilhelmshöhe,Cultural,558,fell,2013,http://whc.unesco.org/en/list/?&delisted=1,51.31583333,9.393055556,1413,56:02.8,11:51.9,1/1/2013,9.393055556,51.31583333,{"type":"Point","coordinates":[9.393055556,51.31583333]} 
Carolingian Westwork and Civitas Corvey,Cultural,12,fell,2014,http://whc.unesco.org/en/list/?&delisted=1,51.77827778,9.41025,1447,56:02.8,11:51.9,1/1/2014,9.41025,51.77827778,{"type":"Point","coordinates":[9.41025,51.77827778]} 
Speicherstadt and Kontorhaus District with Chilehaus,Cultural,26,fell,2015,http://whc.unesco.org/en/list/?&delisted=1,53.54555556,9.999444444,1467,56:02.8,11:51.9,1/1/2015,9.999444444,53.54555556,{"type":"Point","coordinates":[9.999444444,53.54555556]} 
Asante Traditional Buildings,Cultural,1,fell,1980,http://whc.unesco.org/en/list/?&delisted=1,6.401111111,-1.625833333,35,56:02.8,11:51.9,1/1/1980,-1.625833333,6.401111111,{"type":"Point","coordinates":[-1.625833333,6.401111111]} 
Temple of Apollo Epicurius at Bassae,Cultural,20,fell,1986,http://whc.unesco.org/en/list/?&delisted=1,37.43498,21.89694,392,56:02.8,11:51.9,1/1/1986,21.89694,37.43498,{"type":"Point","coordinates":[21.89694,37.43498]} 
Archaeological Site of Delphi,Cultural,51,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,38.48149,22.49617,393,56:02.8,11:51.9,1/1/1987,22.49617,38.48149,{"type":"Point","coordinates":[22.49617,38.48149]} 
Acropolis Athens,Cultural,3,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,37.97087,23.72618,404,56:02.8,11:51.9,1/1/1987,23.72618,37.97087,{"type":"Point","coordinates":[23.72618,37.97087]} 
Mount Athos,Mixed,33042,fell,1988,http://whc.unesco.org/en/list/?&delisted=1,40.26667,24.21667,454,56:02.8,11:51.9,1/1/1988,24.21667,40.26667,{"type":"Point","coordinates":[24.21667,40.26667]} 
Meteora,Mixed,271,fell,1988,http://whc.unesco.org/en/list/?&delisted=1,39.71667,21.63333,455,56:02.8,11:51.9,1/1/1988,21.63333,39.71667,{"type":"Point","coordinates":[21.63333,39.71667]} 
Paleochristian and Byzantine Monuments of Thessalonika,Cultural,5,fell,1988,http://whc.unesco.org/en/list/?&delisted=1,40.63833,22.965,456,56:02.8,11:51.9,1/1/1988,22.965,40.63833,{"type":"Point","coordinates":[22.965,40.63833]} 
Sanctuary of Asklepios at Epidaurus,Cultural,1393,fell,1988,http://whc.unesco.org/en/list/?&delisted=1,37.66666667,23.11666667,491,56:02.8,11:51.9,1/1/1988,23.11666667,37.66666667,{"type":"Point","coordinates":[23.11666667,37.66666667]} 
Medieval City of Rhodes,Cultural,65,fell,1988,http://whc.unesco.org/en/list/?&delisted=1,36.44722,28.22778,493,56:02.8,11:51.9,1/1/1988,28.22778,36.44722,{"type":"Point","coordinates":[28.22778,36.44722]} 
Archaeological Site of Mystras,Cultural,54,fell,1989,http://whc.unesco.org/en/list/?&delisted=1,37.08056,22.36667,511,56:02.8,11:51.9,1/1/1989,22.36667,37.08056,{"type":"Point","coordinates":[22.36667,37.08056]} 
Archaeological Site of Olympia,Cultural,105,fell,1989,http://whc.unesco.org/en/list/?&delisted=1,37.65,21.66666667,517,56:02.8,11:51.9,1/1/1989,21.66666667,37.65,{"type":"Point","coordinates":[21.66666667,37.65]} 
Delos,Cultural,350,fell,1990,http://whc.unesco.org/en/list/?&delisted=1,37.4,25.26667,530,56:02.8,11:51.9,1/1/1990,25.26667,37.4,{"type":"Point","coordinates":[25.26667,37.4]} 
Monasteries of Daphni Hosios Loukas and Nea Moni of Chios,Cultural,3,fell,1990,http://whc.unesco.org/en/list/?&delisted=1,38.4,22.75,537,56:02.8,11:51.9,1/1/1990,22.75,38.4,{"type":"Point","coordinates":[22.75,38.4]} 
Pythagoreion and Heraion of Samos,Cultural,668,fell,1992,http://whc.unesco.org/en/list/?&delisted=1,37.69083,26.94333,595,56:02.8,11:51.9,1/1/1992,26.94333,37.69083,{"type":"Point","coordinates":[26.94333,37.69083]} 
Archaeological Site of Aigai modern name Vergina,Cultural,1420,fell,1996,http://whc.unesco.org/en/list/?&delisted=1,40.47139,22.31833,780,56:02.8,11:51.9,1/1/1996,22.31833,40.47139,{"type":"Point","coordinates":[22.31833,40.47139]} 
Archaeological Sites of Mycenae and Tiryns,Cultural,1,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,37.73333333,22.75,941,56:02.8,11:51.9,1/1/1999,22.75,37.73333333,{"type":"Point","coordinates":[22.75,37.73333333]} 
The Historic Centre Chorá with the Monastery of SaintJohn the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Cultural,1,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,37.3,26.55,942,56:02.8,11:51.9,1/1/1999,26.55,37.3,{"type":"Point","coordinates":[26.55,37.3]} 
Old Town of Corfu,Cultural,70,fell,2007,http://whc.unesco.org/en/list/?&delisted=1,39.62394139,19.9275,978,56:02.8,11:51.9,1/1/2007,19.9275,39.62394139,{"type":"Point","coordinates":[19.9275,39.62394139]} 
Tikal National Park,Mixed,57600,fell,1979,http://whc.unesco.org/en/list/?&delisted=1,17.21666667,-89.61666667,64,56:02.8,11:51.9,1/1/1979,-89.61666667,17.21666667,{"type":"Point","coordinates":[-89.61666667,17.21666667]} 
Antigua Guatemala,Cultural,1,fell,1979,http://whc.unesco.org/en/list/?&delisted=1,14.56666667,-90.66666667,65,56:02.8,11:51.9,1/1/1979,-90.66666667,14.56666667,{"type":"Point","coordinates":[-90.66666667,14.56666667]} 
Archaeological Park and Ruins of Quirigua,Cultural,1,fell,1981,http://whc.unesco.org/en/list/?&delisted=1,15.27059,-89.04025,149,56:02.8,11:51.9,1/1/1981,-89.04025,15.27059,{"type":"Point","coordinates":[-89.04025,15.27059]} 
National History Park – Citadel Sans Souci Ramiers,Cultural,1,fell,1982,http://whc.unesco.org/en/list/?&delisted=1,19.57361,-72.24417,180,56:02.8,11:51.9,1/1/1982,-72.24417,19.57361,{"type":"Point","coordinates":[-72.24417,19.57361]} 
Vatican City,Cultural,1,fell,1984,http://whc.unesco.org/en/list/?&delisted=1,41.90216,12.45736,286,56:02.8,11:51.9,1/1/1984,12.45736,41.90216,{"type":"Point","coordinates":[12.45736,41.90216]} 
Maya Site of Copan,Cultural,1,fell,1980,http://whc.unesco.org/en/list/?&delisted=1,14.85,-89.13333,129,56:02.8,11:51.9,1/1/1980,-89.13333,14.85,{"type":"Point","coordinates":[-89.13333,14.85]} 
Río Plátano Biosphere Reserve,Natural,350000,fell,1982,http://whc.unesco.org/en/list/?&delisted=1,15.74444444,-84.675,196,56:02.8,11:51.9,1/1/1982,-84.675,15.74444444,{"type":"Point","coordinates":[-84.675,15.74444444]} 
Budapest including the Banks of the Danube the Buda Castle Quarter and Andrássy Avenue,Cultural,473,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,47.48242,19.07067,400,56:02.8,11:51.9,1/1/1987,19.07067,47.48242,{"type":"Point","coordinates":[19.07067,47.48242]} 
Old Village of Hollók and its Surroundings,Cultural,144,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,47.99444,19.52917,401,56:02.8,11:51.9,1/1/1987,19.52917,47.99444,{"type":"Point","coordinates":[19.52917,47.99444]} 
Hortobágy National Park  the iPusztai,Cultural,74820,fell,1999,http://whc.unesco.org/en/list/?&delisted=1,47.59458,21.15678,474,56:02.8,11:51.9,1/1/1999,21.15678,47.59458,{"type":"Point","coordinates":[21.15678,47.59458]} 
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Cultural,47,fell,1996,http://whc.unesco.org/en/list/?&delisted=1,47.55889,17.78444,758,56:02.8,11:51.9,1/1/1996,17.78444,47.55889,{"type":"Point","coordinates":[17.78444,47.55889]} 
Early Christian Necropolis of Pécs Sopianae,Cultural,3,fell,2000,http://whc.unesco.org/en/list/?&delisted=1,46.07444,18.22778,853,56:02.8,11:51.9,1/1/2000,18.22778,46.07444,{"type":"Point","coordinates":[18.22778,46.07444]} 
Tokaj Wine Region Historic Cultural Landscape,Cultural,13255,fell,2002,http://whc.unesco.org/en/list/?&delisted=1,48.15,21.35,1063,56:02.8,11:51.9,1/1/2002,21.35,48.15,{"type":"Point","coordinates":[21.35,48.15]} 
Þingvellir National Park,Cultural,9270,fell,2004,http://whc.unesco.org/en/list/?&delisted=1,64.25380556,-21.03725,1152,56:02.8,11:51.9,1/1/2004,-21.03725,64.25380556,{"type":"Point","coordinates":[-21.03725,64.25380556]} 
Surtsey,Natural,3370,fell,2008,http://whc.unesco.org/en/list/?&delisted=1,63.30305556,-20.60222222,1267,56:02.8,11:51.9,1/1/2008,-20.60222222,63.30305556,{"type":"Point","coordinates":[-20.60222222,63.30305556]} 
Red Fort Complex,Cultural,49,fell,2007,http://whc.unesco.org/en/list/?&delisted=1,28.65555556,77.24083333,231,56:02.8,11:51.9,1/1/2007,77.24083333,28.65555556,{"type":"Point","coordinates":[77.24083333,28.65555556]} 
Humayuns Tomb Delhi,Cultural,1,fell,1993,http://whc.unesco.org/en/list/?&delisted=1,28.59333,77.25056,232,56:02.8,11:51.9,1/1/1993,77.25056,28.59333,{"type":"Point","coordinates":[77.25056,28.59333]} 
Qutb Minar and its Monuments Delhi,Cultural,1,fell,1993,http://whc.unesco.org/en/list/?&delisted=1,28.52583,77.18528,233,56:02.8,11:51.9,1/1/1993,77.18528,28.52583,{"type":"Point","coordinates":[77.18528,28.52583]} 
Churches and Convents of Goa,Cultural,1,fell,1986,http://whc.unesco.org/en/list/?&delisted=1,15.50222,73.91167,234,56:02.8,11:51.9,1/1/1986,73.91167,15.50222,{"type":"Point","coordinates":[73.91167,15.50222]} 
Group of Monuments at Pattadakal,Cultural,5,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,15.94833,75.81667,239,56:02.8,11:51.9,1/1/1987,75.81667,15.94833,{"type":"Point","coordinates":[75.81667,15.94833]} 
Khajuraho Group of Monuments,Cultural,1,fell,1986,http://whc.unesco.org/en/list/?&delisted=1,24.85222,79.92222,240,56:02.8,11:51.9,1/1/1986,79.92222,24.85222,{"type":"Point","coordinates":[79.92222,24.85222]} 
Group of Monuments at Hampi,Cultural,4187,fell,1986,http://whc.unesco.org/en/list/?&delisted=1,15.31444,76.47167,241,56:02.8,11:51.9,1/1/1986,76.47167,15.31444,{"type":"Point","coordinates":[76.47167,15.31444]} 
Ajanta Caves,Cultural,8242,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,20.55333,75.7,242,56:02.8,11:51.9,1/1/1983,75.7,20.55333,{"type":"Point","coordinates":[75.7,20.55333]} 
Ellora Caves,Cultural,1,fell,1983,http://whc.unesco.org/en/list/?&delisted=1,20.02639,75.17917,243,56:02.8,11:51.9,1/1/1983,75.17917,20.02639,{"type":"Point","coordinates":[75.17917,20.02639]} 
Elephanta Caves,Cultural,1,fell,1987,http://whc.unesco.org/en/list/?&delisted=1,18.96667,72.93583,244,56:02.8,11:51.9,1/1/1987,72.93583,18.96667,{"type":"Point","coordinates":[72.93583,18.96667]} 
